"TRIMESTRE","TIPO","VALOR"
"2018 Q2","PERCENTUAL_FALTAS_ODONTO",12.3315198745283
"2018 Q2","PERCENTUAL_FALTAS_ENF",4.87216218741241
"2018 Q2","PERCENTUAL_FALTAS_MED",3.90417036379769
"2013 Q1","PERCENTUAL_FALTAS_ODONTO",16.9106012658228
"2013 Q2","PERCENTUAL_FALTAS_ODONTO",16.5591805766313
"2013 Q3","PERCENTUAL_FALTAS_ODONTO",17.5119535519126
"2013 Q4","PERCENTUAL_FALTAS_ODONTO",17.5315335251162
"2014 Q1","PERCENTUAL_FALTAS_ODONTO",15.4585013797495
"2014 Q2","PERCENTUAL_FALTAS_ODONTO",15.3849975161451
"2014 Q3","PERCENTUAL_FALTAS_ODONTO",14.6187132593076
"2014 Q4","PERCENTUAL_FALTAS_ODONTO",16.0964230171073
"2015 Q1","PERCENTUAL_FALTAS_ODONTO",14.1963936805672
"2015 Q2","PERCENTUAL_FALTAS_ODONTO",14.7971095052807
"2015 Q3","PERCENTUAL_FALTAS_ODONTO",14.8325761399966
"2015 Q4","PERCENTUAL_FALTAS_ODONTO",16.2073456629331
"2016 Q1","PERCENTUAL_FALTAS_ODONTO",14.1108792510293
"2016 Q2","PERCENTUAL_FALTAS_ODONTO",13.9299542414643
"2016 Q3","PERCENTUAL_FALTAS_ODONTO",13.6043817147672
"2016 Q4","PERCENTUAL_FALTAS_ODONTO",15.4034107908647
"2017 Q1","PERCENTUAL_FALTAS_ODONTO",12.4918247220405
"2017 Q2","PERCENTUAL_FALTAS_ODONTO",13.6151441175211
"2017 Q3","PERCENTUAL_FALTAS_ODONTO",12.963811268896
"2017 Q4","PERCENTUAL_FALTAS_ODONTO",13.3195497358144
"2018 Q1","PERCENTUAL_FALTAS_ODONTO",12.0784388025767
"2013 Q1","PERCENTUAL_FALTAS_ENF",6.6961815163254
"2013 Q2","PERCENTUAL_FALTAS_ENF",6.30536107019632
"2013 Q3","PERCENTUAL_FALTAS_ENF",6.09207020123128
"2013 Q4","PERCENTUAL_FALTAS_ENF",6.60317009026939
"2014 Q1","PERCENTUAL_FALTAS_ENF",5.79396099556492
"2014 Q2","PERCENTUAL_FALTAS_ENF",6.77360498707617
"2014 Q3","PERCENTUAL_FALTAS_ENF",6.33309456838869
"2014 Q4","PERCENTUAL_FALTAS_ENF",7.04608090658546
"2015 Q1","PERCENTUAL_FALTAS_ENF",7.52481326102527
"2015 Q2","PERCENTUAL_FALTAS_ENF",7.38974500453238
"2015 Q3","PERCENTUAL_FALTAS_ENF",8.00325597825252
"2015 Q4","PERCENTUAL_FALTAS_ENF",8.21693272519954
"2016 Q1","PERCENTUAL_FALTAS_ENF",6.08410662906576
"2016 Q2","PERCENTUAL_FALTAS_ENF",6.61963033417563
"2016 Q3","PERCENTUAL_FALTAS_ENF",6.33673697547887
"2016 Q4","PERCENTUAL_FALTAS_ENF",6.71479910642018
"2017 Q1","PERCENTUAL_FALTAS_ENF",5.59146249812115
"2017 Q2","PERCENTUAL_FALTAS_ENF",6.79036604536268
"2017 Q3","PERCENTUAL_FALTAS_ENF",6.67677885732246
"2017 Q4","PERCENTUAL_FALTAS_ENF",6.29469808986391
"2018 Q1","PERCENTUAL_FALTAS_ENF",5.62855375187815
"2013 Q1","PERCENTUAL_FALTAS_MED",7.13967624858053
"2013 Q2","PERCENTUAL_FALTAS_MED",7.26973285373641
"2013 Q3","PERCENTUAL_FALTAS_MED",7.12883654532477
"2013 Q4","PERCENTUAL_FALTAS_MED",7.70774701660231
"2014 Q1","PERCENTUAL_FALTAS_MED",6.82581889372644
"2014 Q2","PERCENTUAL_FALTAS_MED",7.98996025935997
"2014 Q3","PERCENTUAL_FALTAS_MED",6.72056549591341
"2014 Q4","PERCENTUAL_FALTAS_MED",6.37498629945895
"2015 Q1","PERCENTUAL_FALTAS_MED",5.85477507504191
"2015 Q2","PERCENTUAL_FALTAS_MED",6.09826560298426
"2015 Q3","PERCENTUAL_FALTAS_MED",6.39437590924763
"2015 Q4","PERCENTUAL_FALTAS_MED",6.23573699506524
"2016 Q1","PERCENTUAL_FALTAS_MED",5.23216184529814
"2016 Q2","PERCENTUAL_FALTAS_MED",5.18279690929703
"2016 Q3","PERCENTUAL_FALTAS_MED",5.28188402727773
"2016 Q4","PERCENTUAL_FALTAS_MED",4.92297387809779
"2017 Q1","PERCENTUAL_FALTAS_MED",3.3968995431446
"2017 Q2","PERCENTUAL_FALTAS_MED",4.7737661361511
"2017 Q3","PERCENTUAL_FALTAS_MED",4.62576821773486
"2017 Q4","PERCENTUAL_FALTAS_MED",4.58142474178668
"2018 Q1","PERCENTUAL_FALTAS_MED",4.05349098656436
