"DISTRITO","UNIDADE","AREA","ANO","MES","CANTOPLASTIA","EXERESE_CISTO","DIU","RETIRADA_CERUME","SUTURA","EXO_DESCIDUO","BIOPSIA_BOCA","RASPAGEM_SUB","ADAPT_PROTESE"
"Sul","CS ARMAÇÃO",1,2018,5,0,0,0,1,0,0,0,0,0
"Sul","CS ARMAÇÃO",1,2018,6,0,0,0,1,0,1,0,0,0
"Sul","CS ARMAÇÃO",1,2018,7,0,0,0,3,1,2,0,0,0
"Sul","CS ARMAÇÃO",2,2018,4,0,0,0,0,0,0,0,0,0
"Sul","CS ARMAÇÃO",2,2018,5,0,0,0,0,0,0,0,0,0
"Sul","CS ARMAÇÃO",2,2018,6,0,0,0,0,0,0,0,0,0
"Sul","CS ARMAÇÃO",2,2018,7,0,0,0,0,0,0,0,0,0
"Sul","CS CAIEIRA BARRA DO SUL",0,2018,4,1,0,0,0,0,0,0,1,0
"Sul","CS CAIEIRA BARRA DO SUL",0,2018,5,0,0,0,0,0,0,0,0,0
"Sul","CS CAIEIRA BARRA DO SUL",0,2018,6,0,0,0,0,0,0,0,0,0
"Sul","CS CAIEIRA BARRA DO SUL",0,2018,7,0,0,0,0,0,0,0,0,0
"Sul","CS CAMPECHE",0,2018,4,0,0,0,1,3,0,0,0,0
"Sul","CS CAMPECHE",0,2018,5,0,0,2,2,0,0,0,0,0
"Sul","CS CAMPECHE",0,2018,6,0,1,0,5,1,1,0,0,0
"Sul","CS CAMPECHE",0,2018,7,0,3,0,4,2,3,0,1,0
"Sul","CS CAMPECHE",1,2018,4,0,0,0,1,0,0,0,0,0
"Sul","CS CAMPECHE",1,2018,5,0,0,2,3,0,0,0,0,0
"Sul","CS CAMPECHE",1,2018,6,0,0,0,2,1,0,0,0,0
"Sul","CS CAMPECHE",1,2018,7,1,4,0,4,2,0,0,0,0
"Sul","CS CANTO DA LAGOA",0,2018,4,0,0,0,0,1,0,0,0,0
"Sul","CS CANTO DA LAGOA",0,2018,5,0,0,0,0,0,0,0,0,0
"Sul","CS CANTO DA LAGOA",0,2018,6,0,0,0,0,0,0,0,1,1
"Sul","CS CANTO DA LAGOA",0,2018,7,0,0,0,0,0,1,0,1,1
"Sul","CS CARIANOS",0,2018,4,0,0,2,1,0,2,0,1,0
"Sul","CS CARIANOS",0,2018,5,0,0,3,0,0,1,0,2,1
"Sul","CS CARIANOS",0,2018,6,0,0,4,0,0,4,0,1,0
"Sul","CS CARIANOS",0,2018,7,0,0,0,1,1,2,0,6,0
"Sul","CS CARIANOS",1,2018,4,0,0,4,1,0,0,0,3,0
"Sul","CS CARIANOS",1,2018,5,1,0,2,0,1,4,0,7,0
"Sul","CS CARIANOS",1,2018,6,1,0,0,1,2,4,0,3,0
"Sul","CS CARIANOS",1,2018,7,1,0,2,3,0,3,0,6,0
"Sul","CS CARIANOS",2,2018,4,0,0,0,0,1,0,0,0,0
"Sul","CS CARIANOS",2,2018,5,0,1,0,0,0,0,0,0,0
"Sul","CS CARIANOS",2,2018,6,0,0,0,0,0,0,0,0,0
"Sul","CS CARIANOS",2,2018,7,0,0,0,0,0,0,0,0,0
"Sul","CS COSTA DA LAGOA",0,2018,4,0,0,0,0,0,0,0,0,0
"Sul","CS COSTA DA LAGOA",0,2018,5,0,0,0,0,0,0,0,0,0
"Sul","CS COSTA DA LAGOA",0,2018,6,0,1,0,0,0,0,0,0,0
"Sul","CS COSTA DA LAGOA",0,2018,7,0,0,0,0,0,0,0,0,1
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,4,0,0,0,0,2,0,0,1,0
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,5,0,0,0,1,0,0,0,0,1
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,6,0,0,0,0,0,2,0,3,0
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,7,1,0,0,0,0,4,0,2,0
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,4,0,0,0,0,0,0,0,2,0
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,5,0,0,0,0,0,0,0,2,0
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,6,0,0,0,0,0,1,0,1,0
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,7,0,0,0,1,0,0,0,5,0
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,4,0,0,0,1,0,1,0,1,0
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,5,0,0,0,1,0,3,0,2,0
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,6,0,0,0,0,0,1,0,2,0
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,7,0,0,0,0,0,0,0,2,0
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,4,0,0,0,0,0,0,0,0,0
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,5,0,0,0,0,0,0,0,0,0
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,6,0,0,0,0,0,1,0,0,0
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,7,0,0,0,0,0,0,0,0,0
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,4,3,2,0,0,0,1,0,0,0
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,5,1,0,0,0,0,0,0,0,0
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,6,0,4,2,1,0,0,0,1,0
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,7,1,1,2,0,0,1,0,0,0
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,4,1,0,1,0,1,1,0,0,0
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,5,2,0,0,2,0,0,0,0,0
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,6,0,0,0,2,0,1,0,0,0
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,7,0,1,2,2,0,1,0,0,0
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,4,0,1,2,0,0,0,0,0,0
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,5,0,0,0,1,0,0,0,0,0
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,6,0,0,0,0,0,0,0,0,0
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,7,0,0,3,1,0,0,0,0,0
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,4,0,1,1,2,0,0,0,0,0
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,5,0,0,2,0,0,0,0,0,0
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,6,0,0,1,2,0,1,0,0,0
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,7,0,1,3,1,0,0,0,0,0
"Sul","CS MORRO DAS PEDRAS",0,2018,4,0,0,0,0,0,1,0,0,0
"Sul","CS MORRO DAS PEDRAS",0,2018,5,0,0,0,0,0,1,0,0,0
"Sul","CS MORRO DAS PEDRAS",0,2018,6,0,0,0,0,0,0,0,0,0
"Sul","CS MORRO DAS PEDRAS",0,2018,7,0,0,0,1,0,1,0,0,0
"Sul","CS MORRO DAS PEDRAS",1,2018,4,0,0,0,0,0,1,0,0,0
"Sul","CS MORRO DAS PEDRAS",1,2018,5,0,0,0,0,0,2,0,0,0
"Sul","CS MORRO DAS PEDRAS",1,2018,6,0,0,0,0,0,3,0,0,0
"Sul","CS MORRO DAS PEDRAS",1,2018,7,0,0,0,0,0,6,0,0,0
"Sul","CS PANTANO DO SUL",0,2018,4,0,0,0,0,0,0,0,1,1
"Sul","CS PANTANO DO SUL",0,2018,5,0,0,0,1,0,2,0,0,0
"Sul","CS PANTANO DO SUL",0,2018,6,0,0,0,0,0,1,0,0,0
"Sul","CS PANTANO DO SUL",0,2018,7,0,0,0,0,0,3,0,0,0
"Sul","CS RIBEIRÃO DA ILHA",0,2018,4,0,0,0,1,0,2,0,1,0
"Sul","CS RIBEIRÃO DA ILHA",0,2018,5,0,0,0,3,1,0,0,1,0
"Sul","CS RIBEIRÃO DA ILHA",0,2018,6,0,0,0,2,0,0,0,0,1
"Sul","CS RIBEIRÃO DA ILHA",0,2018,7,0,0,0,2,0,0,0,0,0
"Sul","CS RIO TAVARES",0,2018,4,0,0,0,0,0,0,0,0,0
"Sul","CS RIO TAVARES",0,2018,5,0,0,0,0,0,2,0,0,0
"Sul","CS RIO TAVARES",0,2018,6,0,0,0,0,0,1,0,0,0
"Sul","CS RIO TAVARES",0,2018,7,0,0,0,0,0,0,0,0,0
"Sul","CS RIO TAVARES",1,2018,4,0,1,0,0,0,0,0,0,0
"Sul","CS RIO TAVARES",1,2018,5,0,0,1,0,0,1,0,0,0
"Sul","CS RIO TAVARES",1,2018,6,0,0,0,0,0,1,0,0,0
"Sul","CS RIO TAVARES",1,2018,7,0,0,0,0,0,1,0,0,0
"Sul","CS RIO TAVARES",2,2018,4,0,0,0,0,0,0,0,0,0
"Sul","CS RIO TAVARES",2,2018,5,0,0,0,0,0,0,0,0,0
"Sul","CS RIO TAVARES",2,2018,6,0,0,0,0,0,0,0,0,0
"Sul","CS RIO TAVARES",2,2018,7,0,0,0,0,0,0,0,0,0
"Sul","CS RIO TAVARES",3,2018,4,0,0,0,0,0,0,0,0,0
"Sul","CS RIO TAVARES",3,2018,5,0,0,0,0,0,0,0,0,0
"Sul","CS RIO TAVARES",3,2018,6,0,0,0,0,0,1,0,0,0
"Sul","CS RIO TAVARES",3,2018,7,0,0,0,0,0,0,0,0,0
"Sul","CS TAPERA",0,2018,4,0,1,0,1,0,1,0,0,0
"Sul","CS TAPERA",0,2018,5,1,1,0,2,0,1,0,5,0
"Sul","CS TAPERA",0,2018,6,1,2,0,2,0,0,0,3,0
"Sul","CS TAPERA",0,2018,7,0,0,2,0,0,1,0,1,0
"Sul","CS TAPERA",1,2018,4,0,0,0,0,0,0,0,0,0
"Sul","CS TAPERA",1,2018,5,0,0,0,0,0,1,0,0,0
"Sul","CS TAPERA",1,2018,6,0,0,1,1,0,4,0,0,0
"Sul","CS TAPERA",1,2018,7,0,0,0,1,1,2,0,0,0
"Sul","CS TAPERA",2,2018,4,0,0,0,0,0,0,0,0,0
"Sul","CS TAPERA",2,2018,5,0,0,0,0,1,0,0,0,0
"Sul","CS TAPERA",2,2018,6,0,0,0,0,0,2,0,1,0
"Sul","CS TAPERA",2,2018,7,1,1,0,0,1,1,0,0,0
"Sul","CS TAPERA",3,2018,4,0,0,0,0,0,0,0,1,0
"Sul","CS TAPERA",3,2018,5,0,0,1,1,0,0,0,4,0
"Sul","CS TAPERA",3,2018,6,0,0,0,1,1,2,0,5,0
"Sul","CS TAPERA",3,2018,7,2,0,0,3,0,0,0,1,0
